Shiny Eyed Babies;Bent Knee;2022-03-10T23:23:29.278Z;Art Rock
Wind Below;Rage Against the Machine;2022-03-10T17:28:36.308Z;Rap Metal
Year of tha Boomerang;Rage Against the Machine;2022-03-10T17:23:18.637Z;Rap Metal
Roll Right;Rage Against the Machine;2022-03-10T17:18:58.736Z;Rap Metal
Without a Face;Rage Against the Machine;2022-03-10T17:12:24.414Z;Rap Metal
Down Rodeo;Rage Against the Machine;2022-03-10T17:12:22.672Z;Rap Metal
Snakecharmer;Rage Against the Machine;2022-03-10T17:12:19.165Z;Rap Metal
Revolver;Rage Against the Machine;2022-03-10T17:12:18.436Z;Rap Metal
Vietnow;Rage Against the Machine;2022-03-10T17:12:17.237Z;Rap Metal
Bulls On Parade;Rage Against the Machine;2022-03-10T17:12:14.737Z;Rap Metal
People of the Sun;Rage Against the Machine;2022-03-10T17:09:43.310Z;Rap Metal
Vacant;Dream Theater;2022-03-10T17:09:17.260Z;Progressive Metal
Honor Thy Father;Dream Theater;2022-03-10T16:59:03.799Z;Progressive Metal
Beckon Fire;Closure In Moscow;2022-03-10T16:59:00.393Z;Progressive Rock
The Church of The Technochrist;Closure In Moscow;2022-03-10T16:50:31.742Z;Progressive Rock
Mauerbauertraurigkeit;Closure In Moscow;2022-03-10T16:43:06.831Z;Progressive Rock
Dinosaur Boss Battle;Closure In Moscow;2022-03-10T16:36:45.226Z;Progressive Rock
That Brahmatron Song;Closure In Moscow;2022-03-10T16:27:15.217Z;Progressive Rock
Seeds of Gold;Closure In Moscow;2022-03-10T16:23:33.836Z;Progressive Rock
Neoprene Byzantine;Closure In Moscow;2022-03-10T16:19:39.478Z;Progressive Rock
Pink Lemonade;Closure In Moscow;2022-03-10T16:11:25.526Z;Progressive Rock
The Fool;Closure In Moscow;2022-03-10T16:10:00.912Z;Progressive Rock
Seeds of Gold;Closure In Moscow;2022-03-09T02:03:37.930Z;Progressive Rock
Neoprene Byzantine;Closure In Moscow;2022-03-09T01:59:22.127Z;Progressive Rock
Pink Lemonade;Closure In Moscow;2022-03-09T01:51:08.022Z;Progressive Rock
The Fool;Closure In Moscow;2022-03-09T01:49:34.539Z;Progressive Rock
Democratic Chorale;Bent Knee;2022-03-09T00:32:07.726Z;Art Rock
Sunshine;Bent Knee;2022-03-09T00:26:48.092Z;Art Rock
Untitled;Bent Knee;2022-03-09T00:24:48.751Z;Art Rock
Battle Creek;Bent Knee;2022-03-09T00:19:06.230Z;Art Rock
I'm Still Here;Bent Knee;2022-03-09T00:08:40.623Z;Art Rock
In God We Trust;Bent Knee;2022-03-09T00:03:34.936Z;Art Rock
Shiny Eyed Babies;Bent Knee;2022-03-09T00:01:35.643Z;Art Rock
Way Too Long;Bent Knee;2022-03-08T23:52:24.853Z;Art Rock
The Squeaky Wheel;The Dear Hunter;2022-03-08T17:59:24.370Z;Symphonic Rock
Is There Anybody Here?;The Dear Hunter;2022-03-08T17:52:41.021Z;Symphonic Rock
A Night on the Town;The Dear Hunter;2022-03-08T17:43:21.338Z;Symphonic Rock
At the End of the Earth;The Dear Hunter;2022-03-08T17:38:16.382Z;Symphonic Rock
The Old Haunt;The Dear Hunter;2022-03-08T16:55:35.082Z;Symphonic Rock
Rebirth;The Dear Hunter;2022-03-08T16:52:43.408Z;Symphonic Rock
Cyboogie;King Gizzard & the Lizard Wizard;2022-03-08T16:46:18.199Z;Psychedelic Rock
Acarine;King Gizzard & the Lizard Wizard;2022-03-08T16:40:54.097Z;Psychedelic Rock
This Thing;King Gizzard & the Lizard Wizard;2022-03-08T16:36:54.167Z;Psychedelic Rock
Real's Not Real;King Gizzard & the Lizard Wizard;2022-03-08T16:33:13.533Z;Psychedelic Rock
The Cruel Millennial;King Gizzard & the Lizard Wizard;2022-03-08T16:28:16.703Z;Psychedelic Rock
Plastic Boogie;King Gizzard & the Lizard Wizard;2022-03-08T16:25:22.894Z;Psychedelic Rock
Rattlesnake;King Gizzard & the Lizard Wizard;2022-03-08T16:24:43.508Z;Psychedelic Rock
Regress;The Dear Hunter;2022-03-07T17:06:35.593Z;Symphonic Rock
Ouroboros;The Dear Hunter;2022-03-07T17:00:50.252Z;Symphonic Rock
Wait;The Dear Hunter;2022-03-07T16:57:29.347Z;Symphonic Rock
The Line;The Dear Hunter;2022-03-07T16:53:52.410Z;Symphonic Rock
If All Goes Well;The Dear Hunter;2022-03-07T16:49:11.433Z;Symphonic Rock
King of Swords (Reversed);The Dear Hunter;2022-03-07T16:44:03.777Z;Symphonic Rock
The Bitter Suite Vi: Abandon;The Dear Hunter;2022-03-07T16:38:31.885Z;Symphonic Rock
The Bitter Suite IV and V: The Congregation and the Sermon in the Silt;The Dear Hunter;2022-03-07T16:32:44.187Z;Symphonic Rock
The Squeaky Wheel;The Dear Hunter;2022-03-07T16:28:18.288Z;Symphonic Rock
Is There Anybody Here?;The Dear Hunter;2022-03-07T16:21:08.784Z;Symphonic Rock
A Night on the Town;The Dear Hunter;2022-03-07T16:11:48.036Z;Symphonic Rock
Remembered;The Dear Hunter;2022-03-07T16:07:59.095Z;Symphonic Rock
At the End of the Earth;The Dear Hunter;2022-03-07T16:02:41.155Z;Symphonic Rock
Waves;The Dear Hunter;2022-03-07T15:58:29.430Z;Symphonic Rock
The Old Haunt;The Dear Hunter;2022-03-07T15:53:53.637Z;Symphonic Rock
Rebirth;The Dear Hunter;2022-03-07T15:51:01.355Z;Symphonic Rock
Cyboogie;King Gizzard & the Lizard Wizard;2022-03-07T12:32:05.143Z;Psychedelic Rock
Acarine;King Gizzard & the Lizard Wizard;2022-03-07T12:26:40.827Z;Psychedelic Rock
This Thing;King Gizzard & the Lizard Wizard;2022-03-07T12:22:39.787Z;Psychedelic Rock
Real's Not Real;King Gizzard & the Lizard Wizard;2022-03-07T12:15:26.321Z;Psychedelic Rock
The Cruel Millennial;King Gizzard & the Lizard Wizard;2022-03-07T12:10:29.255Z;Psychedelic Rock
Plastic Boogie;King Gizzard & the Lizard Wizard;2022-03-07T12:07:25.703Z;Psychedelic Rock
Money Shot;Puscifer;2022-03-07T12:06:19.701Z;Art Rock
Simultaneous;Puscifer;2022-03-07T11:59:37.997Z;Art Rock
Grand Canyon;Puscifer;2022-03-07T11:53:53.352Z;Art Rock
Agostina;Puscifer;2022-03-07T11:49:15.723Z;Art Rock
Galileo;Puscifer;2022-03-07T11:43:57.142Z;Art Rock
Octavarium;Dream Theater;2022-03-07T11:17:58.239Z;Progressive Metal
Sunshine;Bent Knee;2022-03-07T02:46:10.854Z;Art Rock
Untitled;Bent Knee;2022-03-07T02:44:10.934Z;Art Rock
Battle Creek;Bent Knee;2022-03-07T02:38:28.865Z;Art Rock
Dead Horse;Bent Knee;2022-03-07T02:32:45.733Z;Art Rock
I'm Still Here;Bent Knee;2022-03-07T02:27:36.432Z;Art Rock
In God We Trust;Bent Knee;2022-03-07T02:22:15.648Z;Art Rock
Dry;Bent Knee;2022-03-07T02:16:08.705Z;Art Rock
Way Too Long;Bent Knee;2022-03-07T02:11:09.576Z;Art Rock
Shiny Eyed Babies;Bent Knee;2022-03-07T02:09:49.854Z;Art Rock
Queer Gods;Bent Knee;2022-03-07T02:03:50.674Z;Art Rock
Queer Gods;Bent Knee;2022-03-07T02:00:30.843Z;Art Rock
Greenhouse Heat Death;King Gizzard & the Lizard Wizard;2022-03-07T01:57:05.921Z;Psychedelic Rock
Beginner's Luck;King Gizzard & the Lizard Wizard;2022-03-07T01:52:40.071Z;Psychedelic Rock
You Lied;TOOL;2022-03-07T01:52:16.626Z;Progressive Metal
No Quarter;TOOL;2022-03-07T01:49:53.382Z;Progressive Metal
Pink Lemonade;Closure In Moscow;2022-03-07T01:45:26.202Z;Progressive Rock
The Fool;Closure In Moscow;2022-03-07T01:41:58.289Z;Progressive Rock
Opiate²;TOOL;2022-03-07T01:40:40.638Z;Progressive Metal
Microphone Fiend;Rage Against the Machine;2022-03-07T01:40:06.736Z;Rap Metal
The Flame (Is Gone);The Dear Hunter;2022-03-07T01:27:22.906Z;Symphonic Rock
Gloria;The Dear Hunter;2022-03-07T01:22:05.201Z;Symphonic Rock
The Haves Have Naught;The Dear Hunter;2022-03-07T01:17:30.423Z;Symphonic Rock
Mr. Usher (On His Way to Town);The Dear Hunter;2022-03-07T01:12:31.388Z;Symphonic Rock
Melpomene;The Dear Hunter;2022-03-07T01:08:16.733Z;Symphonic Rock
The Revival;The Dear Hunter;2022-03-07T01:03:16.014Z;Symphonic Rock
Cascade;The Dear Hunter;2022-03-07T01:02:03.344Z;Symphonic Rock
The Most Cursed of Hands / Who Am I;The Dear Hunter;2022-03-07T00:56:34.451Z;Symphonic Rock
The Moon / Awake;The Dear Hunter;2022-03-07T00:42:16.906Z;Symphonic Rock
Regress;The Dear Hunter;2022-03-07T00:40:54.435Z;Symphonic Rock
Seeds of Gold;Closure In Moscow;2022-03-06T21:27:39.585Z;Progressive Rock
Neoprene Byzantine;Closure In Moscow;2022-03-06T21:23:45.192Z;Progressive Rock
Plague Accommodations;Thank You Scientist;2022-03-04T16:18:37.658Z;Progressive Rock
Soul Diver;Thank You Scientist;2022-03-04T16:11:46.013Z;Progressive Rock
Creature Comfort;Thank You Scientist;2022-03-04T16:06:15.937Z;Progressive Rock
Gigglebutton;Thank You Scientist;2022-03-04T16:04:18.960Z;Progressive Rock
Soul Diver;Thank You Scientist;2022-03-04T01:13:17.589Z;Progressive Rock
Creature Comfort;Thank You Scientist;2022-03-04T01:07:47.172Z;Progressive Rock
Gigglebutton;Thank You Scientist;2022-03-04T01:05:51.055Z;Progressive Rock
Terraformer;Thank You Scientist;2022-03-04T01:05:50.422Z;Progressive Rock
Plague Accommodations;Thank You Scientist;2022-03-04T01:05:45.873Z;Progressive Rock
Thank You Scientist - Party All the Time (OFFICIAL MUSIC VIDEO);Thank You Scientist;2022-03-04T01:05:05.186Z;Progressive Rock
Life of Vermin;Thank You Scientist;2022-03-03T20:14:30.050Z;Progressive Rock
Geronimo;Thank You Scientist;2022-03-03T20:08:15.203Z;Progressive Rock
Chromology;Thank You Scientist;2022-03-03T19:58:00.960Z;Progressive Rock
Everyday Ghosts;Thank You Scientist;2022-03-03T19:46:37.606Z;Progressive Rock
Birdwatching;Thank You Scientist;2022-03-03T19:42:56.796Z;Progressive Rock
Son of a Serpent;Thank You Scientist;2022-03-03T19:34:49.952Z;Progressive Rock
Swarm;Thank You Scientist;2022-03-03T19:28:25.082Z;Progressive Rock
FXMLDR;Thank You Scientist;2022-03-03T19:20:29.341Z;Progressive Rock
Wrinkle;Thank You Scientist;2022-03-03T19:17:57.077Z;Progressive Rock
